,0
1502,145.91
1503,146.0
1504,146.07
1505,146.03
1506,146.02
1507,146.02
1508,145.92
1509,145.94
1510,146.08
1511,146.07
1512,146.02
1513,146.06
1514,146.02
1515,145.98
1516,146.03
1517,146.09
1518,146.06
1519,146.05
1520,146.07
1521,146.02
1522,145.97
1523,145.98
1524,145.88
1525,145.86
1526,145.91
1527,145.86
1528,145.92
1529,145.99
1530,145.91
1531,145.83
1532,145.89
1533,145.94
1534,145.89
1535,145.91
1536,145.92
1537,145.84
1538,145.94
1539,146.0
1540,145.96
1541,145.98
1542,146.05
1543,146.02
1544,145.98
1545,146.02
1546,145.99
1547,145.98
1548,146.02
1549,146.02
1550,145.94
1551,145.94
1552,146.05
1553,145.99
1554,145.99
1555,146.06
1556,146.02
1557,146.02
1558,146.1
1559,146.08
1560,146.02
1561,146.06
1562,146.06
1563,146.02
1564,146.07
1565,146.16
1566,146.1
1567,146.08
1568,146.13
1569,146.1
1570,146.07
1571,146.09
1572,146.07
1573,146.02
1574,146.0
1575,145.98
1576,146.0
1577,146.03
1578,146.03
1579,145.98
1580,145.94
1581,146.02
1582,145.99
1583,145.94
1584,145.97
1585,145.99
1586,146.03
1587,146.13
1588,146.13
1589,146.05
1590,146.09
1591,146.13
1592,146.08
1593,146.13
1594,146.16
1595,146.09
1596,146.09
1597,146.16
1598,146.1
1599,146.09
1600,146.16
1601,146.07
1602,146.0
1603,146.07
1604,146.06
1605,145.99
1606,145.99
1607,146.0
1608,145.96
1609,145.94
1610,146.05
1611,146.02
1612,145.94
1613,145.94
1614,145.94
1615,145.92
1616,146.0
1617,146.03
1618,145.96
1619,145.96
1620,146.03
1621,145.94
1622,146.02
1623,146.05
1624,146.02
1625,146.05
1626,146.11
1627,146.05
1628,146.02
1629,146.07
1630,146.03
1631,146.0
1632,146.08
1633,146.08
1634,146.08
1635,146.13
1636,146.13
1637,146.08
1638,146.1
1639,146.11
1640,146.03
1641,146.06
1642,146.09
1643,146.11
1644,146.1
1645,146.09
1646,146.11
1647,146.1
1648,146.13
1649,146.05
1650,145.96
1651,145.98
1652,145.97
1653,145.91
1654,145.91
1655,146.02
1656,145.98
1657,145.96
1658,145.99
1659,145.94
1660,145.91
1661,146.0
1662,146.02
1663,145.94
1664,145.94
1665,145.94
1666,145.89
1667,145.96
1668,145.99
1669,145.89
1670,145.91
1671,146.0
1672,145.99
1673,145.92
1674,145.98
1675,145.96
1676,145.91
1677,145.94
1678,145.94
1679,145.92
1680,146.02
1681,146.11
1682,146.1
1683,146.1
1684,146.16
1685,146.13
1686,146.07
1687,146.08
1688,146.06
1689,146.02
1690,146.13
1691,146.16
1692,146.02
1693,146.03
1694,146.1
1695,146.07
1696,146.11
1697,146.16
1698,146.07
1699,146.06
1700,146.1
1701,146.08
1702,146.1
1703,146.13
1704,146.09
1705,146.05
1706,146.09
1707,146.2
1708,146.18
1709,146.13
1710,146.11
1711,146.05
1712,146.02
1713,146.03
1714,146.02
1715,145.98
1716,145.97
1717,145.94
1718,145.91
1719,145.96
1720,146.03
1721,145.94
1722,145.96
1723,145.97
1724,145.89
1725,145.94
1726,146.0
1727,145.92
1728,145.89
1729,145.94
1730,145.89
1731,145.89
1732,146.02
1733,146.07
1734,145.99
1735,145.96
1736,145.92
1737,145.92
1738,146.02
1739,145.99
1740,145.91
1741,145.92
1742,145.97
1743,145.98
1744,145.97
1745,146.02
1746,146.03
1747,145.98
1748,146.05
1749,146.03
1750,145.96
1751,146.02
1752,146.05
1753,145.94
1754,145.99
1755,146.09
1756,146.02
1757,146.0
1758,146.05
1759,146.05
1760,146.09
1761,146.19
1762,146.18
1763,146.1
1764,146.13
1765,146.09
1766,146.02
1767,146.08
1768,146.13
1769,146.02
1770,146.05
1771,146.03
1772,145.97
1773,146.0
1774,146.06
1775,146.05
1776,145.96
1777,145.94
1778,145.97
1779,145.94
1780,145.96
1781,146.02
1782,145.94
1783,145.94
1784,146.02
1785,145.94
1786,145.97
1787,146.03
1788,145.99
1789,145.98
1790,146.05
1791,146.05
1792,145.99
1793,146.02
1794,146.0
1795,145.97
1796,146.02
1797,146.02
1798,145.91
1799,145.94
1800,146.0
1801,145.97
1802,146.02
1803,146.05
1804,145.97
1805,145.97
1806,145.99
1807,146.02
1808,145.94
1809,145.97
1810,145.98
1811,145.99
1812,146.06
1813,146.08
1814,146.02
1815,146.03
1816,146.07
1817,146.05
1818,146.1
1819,146.16
1820,146.06
1821,145.99
1822,146.03
1823,146.08
1824,146.09
1825,146.05
1826,146.05
1827,145.99
1828,146.02
1829,146.11
1830,146.03
1831,146.0
1832,146.03
1833,145.98
1834,145.97
1835,146.06
1836,146.05
1837,145.97
1838,146.0
1839,146.02
1840,145.98
1841,146.02
1842,146.05
1843,145.97
1844,146.0
1845,146.08
1846,146.02
1847,146.02
1848,146.13
1849,146.03
1850,145.94
1851,146.02
1852,146.06
1853,146.0
1854,145.94
1855,145.97
1856,145.94
1857,145.91
1858,145.98
1859,145.97
1860,145.96
1861,146.0
1862,145.94
1863,145.92
1864,146.0
1865,146.02
1866,145.99
1867,145.98
1868,145.97
1869,145.94
1870,146.0
1871,146.11
1872,146.06
1873,146.0
1874,146.05
1875,146.0
1876,145.99
1877,146.07
1878,146.0
1879,145.91
1880,145.96
1881,145.98
1882,145.94
1883,145.97
1884,146.02
1885,145.94
1886,145.91
1887,145.99
1888,146.02
1889,146.03
1890,146.07
1891,146.02
1892,146.0
1893,146.1
1894,146.1
1895,146.02
1896,146.06
1897,146.08
1898,146.08
1899,146.15
1900,146.16
1901,146.07
1902,146.08
1903,146.62
1904,147.15
1905,147.42
1906,147.88
1907,148.31
1908,148.6
1909,149.01
1910,149.52
1911,149.91
1912,150.31
1913,150.74
1914,151.0
1915,151.25
1916,151.54
1917,151.76
1918,151.99
1919,152.19
1920,152.27
1921,152.32
1922,152.56
1923,152.81
1924,152.94
1925,153.1
1926,153.26
1927,153.31
1928,153.4
1929,153.62
1930,153.77
1931,153.89
1932,153.94
1933,154.08
1934,154.15
1935,154.23
1936,154.37
1937,154.82
1938,154.66
1939,154.38
1940,154.93
1941,154.8
1942,155.04
1943,155.09
1944,154.88
1945,155.48
1946,155.18
1947,155.34
1948,155.41
1949,155.05
1950,155.61
1951,155.25
1952,155.29
1953,155.51
1954,155.28
1955,155.79
1956,155.5
1957,155.51
1958,155.69
1959,155.5
1960,155.87
1961,155.63
1962,155.8
1963,155.84
1964,155.79
1965,156.03
1966,155.92
1967,156.17
1968,155.91
1969,156.04
1970,156.09
1971,155.98
1972,156.13
1973,156.15
1974,156.15
1975,156.18
1976,156.17
1977,156.16
1978,156.3
1979,156.18
1980,156.34
1981,156.23
1982,156.31
1983,156.31
1984,156.14
1985,156.38
1986,156.41
1987,156.35
1988,156.39
1989,156.34
1990,156.27
1991,156.41
1992,156.41
1993,156.38
1994,156.35
1995,156.42
1996,156.47
1997,156.48
1998,156.5
1999,156.52
2000,156.6
2001,156.6
2002,156.54
2003,156.5
2004,156.57
2005,156.63
2006,156.6
2007,156.63
2008,156.65
2009,156.58
2010,156.52
2011,156.6
2012,156.61
2013,156.55
2014,156.5
2015,156.52
2016,156.54
2017,156.59
2018,156.66
2019,156.58
2020,156.55
2021,156.63
2022,156.63
2023,156.59
2024,156.66
2025,156.7
2026,156.57
2027,156.56
2028,156.66
2029,156.59
2030,156.55
2031,156.58
2032,156.44
2033,156.35
2034,156.39
2035,156.42
2036,156.39
2037,156.41
2038,156.42
2039,156.3
2040,156.31
2041,156.37
2042,156.31
2043,156.3
2044,156.37
2045,156.35
2046,156.31
2047,156.39
2048,156.44
2049,156.41
2050,156.44
2051,156.48
2052,156.41
2053,156.38
2054,156.49
2055,156.49
2056,156.36
2057,156.34
2058,156.31
2059,156.28
2060,156.36
2061,156.41
2062,156.31
2063,156.31
2064,156.35
2065,156.27
2066,156.28
2067,156.39
2068,156.38
2069,156.28
2070,156.3
2071,156.35
2072,156.33
2073,156.35
2074,156.46
2075,156.41
2076,156.35
2077,156.44
2078,156.41
2079,156.34
2080,156.36
2081,156.31
2082,156.2
2083,156.23
2084,156.26
2085,156.23
2086,156.27
2087,156.28
2088,156.26
2089,156.22
2090,156.23
2091,156.25
2092,156.2
2093,156.23
2094,156.23
2095,156.16
2096,156.2
2097,156.31
2098,156.27
2099,156.19
2100,156.23
2101,156.23
2102,156.2
2103,156.31
2104,156.35
2105,156.25
2106,156.26
2107,156.31
2108,156.23
2109,156.26
2110,156.34
2111,156.31
2112,156.26
2113,156.33
2114,156.34
2115,156.33
2116,156.35
2117,156.33
2118,156.27
2119,156.28
2120,156.33
2121,156.3
2122,156.3
2123,156.36
2124,156.35
2125,156.34
2126,156.31
2127,156.3
2128,156.36
2129,156.41
2130,156.44
2131,156.35
2132,156.27
2133,156.41
2134,156.39
2135,156.31
2136,156.35
2137,156.31
2138,156.28
2139,156.36
2140,156.41
2141,156.36
